anon_id,anon_filename_he,anon_filename_ihc,point_id,ihc_x,ihc_y,mpp_ihc_10X,mpp_he_10X,ihc_antibody,he_x,he_y
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_22,20775.984653756903,4503.733980960555,0.9109542245502164,0.9109542245502164,KI67,12683.59829582265,464.5596748015882
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_23,18123.171676238304,16367.298778392234,0.9109542245502164,0.9109542245502164,KI67,16522.16532909949,14041.923252821367
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_1,37116.90450990666,8629.822422224872,0.907338096858342,0.907338096858342,PGR,5634.287035659013,11363.605999390898
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_2,36085.89678310717,8788.438995578641,0.907338096858342,0.907338096858342,PGR,6541.630802186244,11279.20475205815
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_3,35755.445588620154,8497.641944430065,0.907338096858342,0.907338096858342,PGR,6821.316652351554,11546.051625265798
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_4,34681.406665891125,5728.342376727335,0.907338096858342,0.907338096858342,PGR,6819.212807973324,14448.886199711003
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_5,26884.450386113287,3631.6850635078813,0.907338096858342,0.907338096858342,PGR,12480.146289152877,18520.382398569312
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_6,36317.69523660859,15714.461155304542,0.907338096858342,0.907338096858342,PGR,6520.402655667948,6472.847506135886
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_7,37939.39108257752,17975.699025035858,0.907338096858342,0.907338096858342,PGR,5930.46500337016,5393.405091618865
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_8,17295.88818698993,10481.180138003141,0.907338096858342,0.907338096858342,PGR,21160.253264626852,12438.687079470412
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_9,20157.381927595387,9330.004495230827,0.907338096858342,0.907338096858342,PGR,18400.477203558807,13021.669273103178
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_10,22804.47681833001,7751.706143731493,0.907338096858342,0.907338096858342,PGR,16283.94147532526,14245.145829007544
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_11,24174.924012106578,6609.666815584362,0.907338096858342,0.907338096858342,PGR,15249.454707261697,15579.580771048617
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_12,22937.714739947183,12833.781153986232,0.907338096858342,0.907338096858342,PGR,16248.295934406495,9043.35302800261
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_13,21719.53945659024,13404.800818059799,0.907338096858342,0.907338096858342,PGR,17482.05855977591,8714.603473545108
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_14,29326.359582520054,14902.928713685751,0.907338096858342,0.907338096858342,PGR,11823.047637468715,6866.297583770923
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_15,29907.953684817203,16237.951539413298,0.907338096858342,0.907338096858342,PGR,11411.68704720019,5950.201854909861
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_16,27766.62994454133,15801.755962690437,0.907338096858342,0.907338096858342,PGR,13192.185978420817,6224.339008506839
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_17,28599.366954648613,16991.3802628437,0.907338096858342,0.907338096858342,PGR,12663.567512837279,5236.912888759901
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_18,25678.17839538338,15259.816003731728,0.907338096858342,0.907338096858342,PGR,14951.728601209565,6716.011887445266
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_19,25294.855009778443,14902.928713685747,0.907338096858342,0.907338096858342,PGR,15163.80056471232,7046.276909286479
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_20,27066.834771780952,13471.666200177011,0.907338096858342,0.907338096858342,PGR,13282.18386053875,8088.712096519909
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_21,26373.15867393928,9959.796571367828,0.907338096858342,0.907338096858342,PGR,13225.55326958771,11547.057204330335
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_22,41310.00482773092,5217.316700619909,0.907338096858342,0.907338096858342,PGR,2090.6152522706598,13612.351338282135
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_23,40363.43300319915,14454.511466449962,0.907338096858342,0.907338096858342,PGR,3674.097935393581,6966.98868224173
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_24,39516.420501490036,19327.212599877723,0.907338096858342,0.907338096858342,PGR,5092.936371498774,2452.9199641428345
88,88_HE_val.ndpi,88_PGR_val.ndpi,88_25,40927.47353804516,7970.098437549806,0.907338096858342,0.907338096858342,PGR,3086.4936964457424,11049.844958986474
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_1,28017.09738361158,7996.981779829496,0.9097732390201744,0.9097732390201744,PGR,14602.772125615615,8319.532220743791
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_2,28209.100903255585,8679.372667212976,0.9097732390201744,0.9097732390201744,PGR,14427.901432005392,7220.032921727701
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_3,27324.957943446327,6374.981277970509,0.9097732390201744,0.9097732390201744,PGR,15490.29099617258,11261.074258315031
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_4,26447.86510857518,4991.102936925456,0.9097732390201744,0.9097732390201744,PGR,17100.34106339396,13720.287590284797
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_5,27602.913868758267,4032.1927155774156,0.9097732390201744,0.9097732390201744,PGR,14945.82995837414,14820.761883104016
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_6,27610.243732852792,3746.381830691501,0.9097732390201744,0.9097732390201744,PGR,14864.864472350604,15156.254070585766
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_7,25892.70060407146,3532.724436501604,0.9097732390201744,0.9097732390201744,PGR,17851.858763994474,15861.943324211557
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_8,24298.786603102904,3554.5480090499354,0.9097732390201744,0.9097732390201744,PGR,20564.681071029398,15810.721081848149
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_9,26936.997230974244,2254.3876677575995,0.9097732390201744,0.9097732390201744,PGR,15969.691355139359,17085.231505742926
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_10,29500.03289846397,4335.452248252516,0.9097732390201744,0.9097732390201744,PGR,12138.067866273366,13785.686838698304
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_11,36117.18877767703,10340.202621712115,0.9097732390201744,0.9097732390201744,PGR,1100.24602544384,6179.0207393526025
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_12,35989.31009614683,12162.288223612451,0.9097732390201744,0.9097732390201744,PGR,1515.228001337244,4669.242232449763
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_13,18652.801566101247,10662.971059684598,0.9097732390201744,0.9097732390201744,PGR,30114.03020633137,9604.118203150963
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_14,20635.409200857062,11230.12395874812,0.9097732390201744,0.9097732390201744,PGR,27141.516144890407,8015.248776045779
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_15,20826.758454253373,11640.879247321096,0.9097732390201744,0.9097732390201744,PGR,26672.22262548393,7367.950019163296
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_16,25115.94999512477,11636.338315071574,0.9097732390201744,0.9097732390201744,PGR,20312.617068984397,4883.6821320822655
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_17,41368.93503064194,14829.976399547126,0.9097732390201744,0.9097732390201744,PGR,-5712.535164892883,1471.1823651740362
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_18,32999.61671237083,5753.293235595021,0.9097732390201744,0.9097732390201744,PGR,6600.668095984095,10855.540154291662
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_19,32835.80138512428,5219.544208121904,0.9097732390201744,0.9097732390201744,PGR,7101.384849488257,11223.610678451301
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_20,32501.09254682592,4604.614016829572,0.9097732390201744,0.9097732390201744,PGR,7766.6772085243465,11765.190079769736
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_21,35495.05111279661,453.77849262220633,0.9097732390201744,0.9097732390201744,PGR,7412.113879173021,18039.53998622167
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_22,25703.709246453505,10386.58667027394,0.9097732390201744,0.9097732390201744,PGR,19197.543887408065,6154.9239137099285
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_23,31472.10203690249,12106.358641228815,0.9097732390201744,0.9097732390201744,PGR,9621.09640002677,3223.363581231145
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_24,22103.035562623558,8312.75169858038,0.9097732390201744,0.9097732390201744,PGR,25443.425301307525,10273.089941786457
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_25,23662.663062648993,9301.6445504412,0.9097732390201744,0.9097732390201744,PGR,22932.557662440184,8183.269237825595
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_26,19833.47215755361,13497.723656447011,0.9097732390201744,0.9097732390201744,PGR,27465.107893756707,5397.66642486644
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_27,27145.75772752569,8217.740436087557,0.9097732390201744,0.9097732390201744,PGR,16147.746337366309,8198.488933451279
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_28,35811.804112099904,9467.911391016372,0.9097732390201744,0.9097732390201744,PGR,1890.5946110597686,7104.79958471988
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_29,35198.89784439962,8250.811000213209,0.9097732390201744,0.9097732390201744,PGR,2784.9438477962894,8528.077575965974
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_30,35395.01725388125,1051.0863721026974,0.9097732390201744,0.9097732390201744,PGR,6926.891310970842,16988.991765761057
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_31,35749.52993869025,1800.7058792510168,0.9097732390201744,0.9097732390201744,PGR,5585.0384961095615,16103.880378974289
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_32,29747.03423515572,795.4112173095415,0.9097732390201744,0.9097732390201744,PGR,13321.188676453226,18799.87062538256
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_33,29882.20401360628,1112.4776234265066,0.9097732390201744,0.9097732390201744,PGR,12796.09302347973,18264.903025669188
79,79_HE_val.ndpi,79_PGR_val.ndpi,79_34,30075.92708642665,60.348608961698105,0.9097732390201744,0.9097732390201744,PGR,13248.504871497762,19866.319470757833
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_1,18240.74456698856,13769.57444933594,0.9109542245502164,0.9109542245502164,KI67,6780.800940584176,11791.488575287984
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_2,18317.03577407548,15556.976191977732,0.9109542245502164,0.9109542245502164,KI67,5979.053025007136,12044.926971339177
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_3,15542.75052142183,15186.594258196652,0.9109542245502164,0.9109542245502164,KI67,6380.70329013983,11413.425712947199
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_4,17076.07174499321,16993.61176508301,0.9109542245502164,0.9109542245502164,KI67,5284.401401319012,12272.31007281148
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_5,14323.364810823101,14513.8902682503,0.9109542245502164,0.9109542245502164,KI67,6955.561203841743,11121.314921714276
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_6,16156.287189883235,9622.378747838211,0.9109542245502164,0.9109542245502164,KI67,7638.4907264417025,10459.940179119867
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_7,17345.945407532257,8938.200243251553,0.9109542245502164,0.9109542245502164,KI67,8064.234412710203,10231.011893951294
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_8,17958.626978473003,9072.560236878917,0.9109542245502164,0.9109542245502164,KI67,8049.829127154811,10393.587361489934
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_9,18397.83237307715,8187.737957716758,0.9109542245502164,0.9109542245502164,KI67,8403.968109169526,10285.506395222827
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_10,19567.15624613236,10350.930591942735,0.9109542245502164,0.9109542245502164,KI67,8622.176936579535,11050.86556987308
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_11,18482.744857324826,10845.469671733545,0.9109542245502164,0.9109542245502164,KI67,7946.594838641196,11079.760299013062
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_12,17709.113045094822,7520.901806770017,0.9109542245502164,0.9109542245502164,KI67,8425.693111288643,9674.82854716269
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_13,18510.79434040469,6051.899209777638,0.9109542245502164,0.9109542245502164,KI67,9095.571141953698,9095.219116898028
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_14,18821.71133950728,6360.253642953517,0.9109542245502164,0.9109542245502164,KI67,9153.417873501288,9352.78170927776
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_15,20406.749520073467,6900.4600638549755,0.9109542245502164,0.9109542245502164,KI67,9759.416047010536,10087.069800931025
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_16,19984.228742898653,5419.240660034622,0.9109542245502164,0.9109542245502164,KI67,10268.835840522514,9126.797363319074
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_17,22603.566663000543,5812.216323592022,0.9109542245502164,0.9109542245502164,KI67,11377.5466389906,9392.30505929511
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_18,21127.004145595714,8276.179590262234,0.9109542245502164,0.9109542245502164,KI67,9701.111651621919,10465.98486000714
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_19,22224.899463893285,8310.391625676606,0.9109542245502164,0.9109542245502164,KI67,10348.878307303603,10515.935186582747
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_20,25922.317911650865,5448.132365080003,0.9109542245502164,0.9109542245502164,KI67,13271.932783837889,9332.230325793029
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_21,27369.79499874664,3903.837238318997,0.9109542245502164,0.9109542245502164,KI67,14255.745046293614,8777.901180532846
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_22,26554.677704074067,4709.997200083104,0.9109542245502164,0.9109542245502164,KI67,13719.440724575607,9070.918128694437
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_23,27069.7243463123,5390.754501128354,0.9109542245502164,0.9109542245502164,KI67,13896.9904308362,9330.13195335829
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_24,27589.24965500472,9067.739660063557,0.9109542245502164,0.9109542245502164,KI67,13978.467026253938,10750.09689920112
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_25,27629.55765309292,8207.835700848504,0.9109542245502164,0.9109542245502164,KI67,13997.501157078908,10278.85468608493
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_26,25656.966431838042,17322.85533457748,0.9109542245502164,0.9109542245502164,KI67,10444.608227581717,13156.756354685589
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_27,25943.389592327138,16001.190496646312,0.9109542245502164,0.9109542245502164,KI67,10885.958289555812,12869.563240888952
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_28,22607.010826505655,10120.414509522529,0.9109542245502164,0.9109542245502164,KI67,9670.016718697976,11134.10371449733
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_29,21565.569425241283,11792.00610093335,0.9109542245502164,0.9109542245502164,KI67,8827.338561783448,11496.528240111911
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_30,19920.749411976543,13281.048752845181,0.9109542245502164,0.9109542245502164,KI67,7296.919554802779,11907.746973745448
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_31,18805.03052556577,13620.74767434767,0.9109542245502164,0.9109542245502164,KI67,6967.028004728249,11834.499278457279
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_32,18108.389298347767,12174.432725284734,0.9109542245502164,0.9109542245502164,KI67,7345.036742415086,11445.771747789358
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_33,18759.382512555992,12687.839608855826,0.9109542245502164,0.9109542245502164,KI67,7062.579379716408,11670.257162831882
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_34,24281.52454910707,7691.809439050318,0.9109542245502164,0.9109542245502164,KI67,11859.31813013484,10119.174137571441
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_35,25189.522585102783,7158.377705140919,0.9109542245502164,0.9109542245502164,KI67,12343.795670000762,9975.300916986344
29,29_HE_val.ndpi,29_KI67_val.ndpi,29_36,16583.963949037414,10906.232144787951,0.9109542245502164,0.9109542245502164,KI67,7831.25199058197,10678.79290874881
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_1,21330.341484724173,11949.826452813428,0.9109542245502164,0.9109542245502164,PGR,12187.065178122974,13261.699792146921
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_2,22748.68677522266,9447.08190968958,0.9109542245502164,0.9109542245502164,PGR,10252.900289907522,11716.397288598999
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_3,26882.395990976558,9985.011628399176,0.9109542245502164,0.9109542245502164,PGR,11941.110356500545,8129.645381868953
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_4,33273.555482988704,15223.36718289621,0.9109542245502164,0.9109542245502164,PGR,14697.188582522058,4207.928252327357
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_5,38446.339873053395,17974.523376674813,0.9109542245502164,0.9109542245502164,PGR,16682.67669793522,544.4560935514442
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_6,35767.44578388057,14817.938632403722,0.9109542245502164,0.9109542245502164,PGR,13533.300349821022,2545.3283086069214
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_7,38089.821211055336,13366.434152647164,0.9109542245502164,0.9109542245502164,PGR,12062.684271480784,974.0805625870183
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_8,32404.504156922914,3395.6304414237634,0.9109542245502164,0.9109542245502164,PGR,4316.832721914676,4103.879025798593
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_9,19384.90178935173,4563.329314301729,0.9109542245502164,0.9109542245502164,PGR,6104.947899747702,15082.793717937846
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_10,22884.738949902177,3633.6329357963373,0.9109542245502164,0.9109542245502164,PGR,5914.374997912989,11412.529443201454
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_11,28700.566556470625,8258.298265612595,0.9109542245502164,0.9109542245502164,PGR,9925.377554512072,6360.177567722872
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_12,26135.47605026962,8741.51791323792,0.9109542245502164,0.9109542245502164,PGR,10772.648262219993,8311.336483990266
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_13,24743.920862108644,6203.9838946694845,0.9109542245502164,0.9109542245502164,PGR,8567.458704238048,9427.728226167792
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_14,25135.347213974557,3061.7460841045,0.9109542245502164,0.9109542245502164,PGR,5365.418726788103,9344.495344294246
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_15,26685.762806884915,11347.928694224334,0.9109542245502164,0.9109542245502164,PGR,13400.360853742817,8746.313479441498
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_16,23452.867972383327,12402.097234719255,0.9109542245502164,0.9109542245502164,PGR,13164.742654001231,11469.310305155053
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_17,23660.3877119184,11629.236154458531,0.9109542245502164,0.9109542245502164,PGR,12528.206195423161,11224.428827483409
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_18,23366.03342808132,9991.60338680852,0.9109542245502164,0.9109542245502164,PGR,11030.81017951534,11132.731488000592
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_19,23854.951123252333,9433.64464990246,0.9109542245502164,0.9109542245502164,PGR,10739.131521878004,10571.393151564975
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_20,24067.08953790845,11024.310987337361,0.9109542245502164,0.9109542245502164,PGR,12129.762468942408,10865.704298583662
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_21,23851.10160776402,10666.932160172051,0.9109542245502164,0.9109542245502164,PGR,11761.970113462296,10913.177334392261
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_22,30642.463669362216,10535.250225517215,0.9109542245502164,0.9109542245502164,PGR,11992.838452433003,6101.54610040969
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_23,33556.478326241064,10568.375632301877,0.9109542245502164,0.9109542245502164,PGR,10890.95259775974,3947.42107586784
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_24,35813.779919859786,8609.945290090784,0.9109542245502164,0.9109542245502164,PGR,8323.743602553863,2604.06047152654
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_25,36821.276722230716,9598.083392337974,0.9109542245502164,0.9109542245502164,PGR,9328.269301479444,1660.5637932881543
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_26,22221.622309596307,6154.795912886102,0.9109542245502164,0.9109542245502164,PGR,7275.436669899569,12146.320350607524
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_27,22442.490608622204,4908.9346161943395,0.9109542245502164,0.9109542245502164,PGR,6894.181331089289,11776.159212100207
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_28,20930.52479915164,7045.537518046563,0.9109542245502164,0.9109542245502164,PGR,7898.929260119692,13391.391052968329
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_29,21410.2159867211,7442.434162362945,0.9109542245502164,0.9109542245502164,PGR,8285.237386560273,12925.601396789558
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_30,19666.36091471297,9046.177948475213,0.9109542245502164,0.9109542245502164,PGR,9502.506069668052,14582.274395929913
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_31,20092.58793451764,9988.634846216222,0.9109542245502164,0.9109542245502164,PGR,10254.084917135378,14279.842417802573
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_32,20715.476100865413,10578.466666747281,0.9109542245502164,0.9109542245502164,PGR,10656.294188348435,13786.776463734797
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_33,22174.729179325226,10690.21806164372,0.9109542245502164,0.9109542245502164,PGR,10993.264963026419,12415.54974945819
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_34,22535.837098486856,11390.095183224004,0.9109542245502164,0.9109542245502164,PGR,11792.740547702373,12136.686506378373
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_35,22322.004857565382,12214.552606577212,0.9109542245502164,0.9109542245502164,PGR,12422.513414954201,12423.773237183059
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_36,20859.215293804824,17454.208159520582,0.9109542245502164,0.9109542245502164,PGR,17896.679886410773,12989.520931287585
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_37,20263.299717883256,16480.82562559788,0.9109542245502164,0.9109542245502164,PGR,16904.114284760246,13565.262724969978
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_38,20437.415637018992,19029.742694950808,0.9109542245502164,0.9109542245502164,PGR,19144.878291665525,12898.242377006021
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_39,30839.96108433068,19375.211412934423,0.9109542245502164,0.9109542245502164,PGR,18265.940806314884,5949.440337782517
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_40,30622.81090367357,16772.664929370523,0.9109542245502164,0.9109542245502164,PGR,16589.175625743457,6527.244017467806
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_41,26306.35393777505,15011.058831774826,0.9109542245502164,0.9109542245502164,PGR,16675.223740974838,9588.162786392966
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_42,26488.51571110694,14420.889104737947,0.9109542245502164,0.9109542245502164,PGR,16171.634467855596,9447.59168601034
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_43,29126.68855176957,13522.31911229178,0.9109542245502164,0.9109542245502164,PGR,15033.991101968453,7520.556261410394
36,36_HE_val.ndpi,36_PGR_val.ndpi,36_44,28562.595627652638,4171.943251082577,0.9109542245502164,0.9109542245502164,PGR,6581.1085308966785,6182.48077676791
